,income
23612,<=50K
27339,<=50K
30400,<=50K
12412,<=50K
16360,>50K
29766,<=50K
17178,>50K
30252,<=50K
8260,<=50K
9700,<=50K
1141,>50K
16040,>50K
7900,>50K
3908,<=50K
3401,<=50K
11383,<=50K
20219,<=50K
11409,<=50K
24272,<=50K
13094,<=50K
19766,<=50K
4172,<=50K
30088,<=50K
28062,<=50K
9676,<=50K
20192,<=50K
16455,<=50K
3795,<=50K
30359,>50K
26558,>50K
8835,>50K
20408,<=50K
16002,>50K
29862,<=50K
6269,<=50K
18264,<=50K
3405,<=50K
1972,>50K
27456,<=50K
13758,<=50K
16188,>50K
29887,>50K
22165,<=50K
6667,<=50K
3279,<=50K
28643,>50K
23117,<=50K
10098,>50K
27193,<=50K
9489,<=50K
10985,<=50K
9596,<=50K
3313,<=50K
27917,<=50K
5191,<=50K
6932,<=50K
6487,<=50K
5884,<=50K
28857,<=50K
8470,>50K
28839,<=50K
7067,<=50K
19464,<=50K
5968,<=50K
27004,<=50K
3717,<=50K
15085,<=50K
15382,>50K
30296,<=50K
8407,<=50K
24490,<=50K
29002,>50K
23203,<=50K
7127,<=50K
7885,<=50K
2122,<=50K
538,<=50K
23084,>50K
11983,<=50K
7636,<=50K
29702,<=50K
30305,<=50K
19580,<=50K
14157,<=50K
28552,>50K
3668,<=50K
1715,<=50K
23550,<=50K
17578,<=50K
19840,<=50K
12295,<=50K
22583,<=50K
6619,<=50K
12570,<=50K
4082,<=50K
3091,<=50K
1645,<=50K
19528,>50K
16256,>50K
3236,<=50K
21968,<=50K
27438,<=50K
24501,<=50K
20075,<=50K
11926,<=50K
6813,<=50K
13051,<=50K
211,<=50K
22488,<=50K
29088,<=50K
222,<=50K
25323,<=50K
23940,<=50K
11971,<=50K
24352,>50K
9590,<=50K
10741,<=50K
3061,<=50K
2677,<=50K
8159,<=50K
5135,>50K
27089,<=50K
18285,<=50K
17533,<=50K
25271,<=50K
16777,>50K
7782,>50K
20525,<=50K
16103,<=50K
8480,<=50K
20935,<=50K
18774,<=50K
24190,<=50K
4423,>50K
28711,<=50K
18387,>50K
24568,<=50K
8297,<=50K
24690,<=50K
20472,<=50K
3014,>50K
10154,>50K
5227,<=50K
558,<=50K
17875,>50K
27942,<=50K
22221,<=50K
6460,>50K
1826,<=50K
1748,<=50K
14645,<=50K
13803,<=50K
13459,>50K
26087,>50K
20181,<=50K
19379,<=50K
29434,<=50K
10049,<=50K
8951,<=50K
25814,>50K
20105,<=50K
23420,>50K
9819,<=50K
21892,<=50K
17509,<=50K
8108,>50K
1424,<=50K
7760,<=50K
12672,<=50K
20679,<=50K
2877,<=50K
16216,<=50K
25521,>50K
20093,<=50K
20655,<=50K
26182,<=50K
6911,<=50K
17215,<=50K
3505,<=50K
23233,<=50K
20186,<=50K
13149,<=50K
25819,<=50K
23499,<=50K
20933,>50K
28413,>50K
5066,<=50K
25733,<=50K
14069,>50K
2576,<=50K
1195,>50K
4144,>50K
20739,>50K
30208,<=50K
24212,<=50K
30104,<=50K
9846,<=50K
10939,<=50K
16011,>50K
21050,>50K
3170,<=50K
25984,<=50K
26504,>50K
10379,<=50K
15949,>50K
30185,<=50K
22315,<=50K
24966,<=50K
21032,<=50K
24487,>50K
27094,>50K
8521,<=50K
25535,<=50K
22130,<=50K
22397,<=50K
1646,<=50K
30243,<=50K
4400,<=50K
6315,<=50K
12038,<=50K
15622,<=50K
24082,<=50K
1920,<=50K
1150,<=50K
7868,<=50K
6451,>50K
21482,<=50K
9983,<=50K
14129,<=50K
22056,<=50K
8223,<=50K
4023,<=50K
16580,<=50K
10335,>50K
19703,<=50K
24313,>50K
15271,<=50K
28059,<=50K
14981,>50K
16964,<=50K
14035,<=50K
14031,>50K
26595,<=50K
8881,<=50K
10343,>50K
29982,<=50K
25751,<=50K
4166,<=50K
7418,<=50K
19506,<=50K
29598,<=50K
30030,>50K
21002,<=50K
1838,>50K
14130,<=50K
7422,>50K
23258,>50K
8943,<=50K
13729,<=50K
10516,<=50K
12214,>50K
8154,>50K
2438,<=50K
30172,<=50K
14686,<=50K
21426,<=50K
19620,<=50K
23160,<=50K
12793,>50K
8889,<=50K
4098,<=50K
19457,<=50K
22171,<=50K
7444,<=50K
23818,<=50K
6855,>50K
14233,>50K
25458,<=50K
17800,<=50K
8542,>50K
23703,<=50K
13515,>50K
11799,>50K
29387,>50K
1996,<=50K
16419,>50K
17259,>50K
21008,>50K
18277,<=50K
27868,<=50K
30549,<=50K
4972,<=50K
1508,>50K
258,<=50K
30308,>50K
7453,<=50K
24179,<=50K
27424,<=50K
22946,>50K
30214,<=50K
29546,<=50K
13651,<=50K
10593,>50K
10161,>50K
29495,>50K
12068,>50K
18931,>50K
8980,<=50K
24143,<=50K
23643,<=50K
6623,>50K
13737,<=50K
7250,<=50K
16139,<=50K
1717,<=50K
21196,<=50K
17507,<=50K
22182,>50K
8677,<=50K
22675,>50K
29812,<=50K
15974,<=50K
29998,<=50K
15499,<=50K
15558,<=50K
29567,>50K
11258,>50K
14246,<=50K
25119,<=50K
6576,<=50K
11154,<=50K
17570,<=50K
122,>50K
1936,>50K
7841,>50K
672,>50K
30293,>50K
11905,<=50K
20338,<=50K
8740,<=50K
22530,<=50K
20990,<=50K
27399,<=50K
12280,>50K
21645,<=50K
13912,<=50K
9526,<=50K
5273,<=50K
11645,<=50K
2581,>50K
7557,<=50K
5907,>50K
6467,<=50K
11910,<=50K
410,>50K
23596,<=50K
3101,<=50K
26748,>50K
3652,<=50K
20508,<=50K
16510,>50K
12444,>50K
29515,<=50K
9110,>50K
22293,<=50K
12640,>50K
9755,>50K
7434,<=50K
23935,<=50K
10590,<=50K
15507,<=50K
570,<=50K
3181,<=50K
5689,<=50K
3122,<=50K
10422,<=50K
16855,<=50K
22714,>50K
22444,<=50K
828,>50K
6130,>50K
13767,>50K
12571,<=50K
2667,<=50K
27667,<=50K
20497,<=50K
16872,<=50K
24918,<=50K
12542,<=50K
8043,<=50K
4266,<=50K
30257,<=50K
1998,<=50K
27526,<=50K
125,<=50K
19796,<=50K
26840,<=50K
4214,<=50K
8273,<=50K
16945,<=50K
26046,<=50K
194,<=50K
15808,<=50K
5813,<=50K
8287,<=50K
22328,<=50K
21877,<=50K
5932,>50K
12515,<=50K
23645,<=50K
23740,<=50K
26106,<=50K
15827,<=50K
12564,<=50K
12058,<=50K
11632,>50K
17427,<=50K
22437,<=50K
24034,<=50K
26375,<=50K
22830,<=50K
3783,<=50K
1745,>50K
22960,<=50K
14790,<=50K
22481,<=50K
13397,>50K
24985,<=50K
21750,>50K
729,<=50K
3320,<=50K
4932,>50K
19556,<=50K
6836,<=50K
7943,<=50K
24639,<=50K
20551,<=50K
11624,<=50K
15641,>50K
11400,>50K
3436,<=50K
9167,<=50K
30042,<=50K
30566,>50K
25608,<=50K
26011,<=50K
13136,<=50K
25363,<=50K
19366,<=50K
22145,<=50K
24269,>50K
9729,<=50K
8012,<=50K
21791,>50K
22861,<=50K
26983,<=50K
9168,<=50K
28736,<=50K
1708,<=50K
23227,>50K
18852,<=50K
12111,<=50K
21945,<=50K
9375,<=50K
28542,<=50K
18885,<=50K
6949,<=50K
12448,>50K
9872,>50K
18650,<=50K
14536,<=50K
5392,>50K
1983,<=50K
13031,<=50K
17284,>50K
28795,<=50K
16959,<=50K
25,>50K
20213,<=50K
7844,<=50K
1954,<=50K
4047,<=50K
25739,<=50K
1606,<=50K
29532,<=50K
3521,<=50K
17140,<=50K
29797,<=50K
13716,<=50K
8738,<=50K
2174,<=50K
17419,<=50K
19585,<=50K
29963,<=50K
21055,<=50K
25964,<=50K
14026,>50K
29209,>50K
13819,>50K
30266,<=50K
7478,<=50K
16867,>50K
25286,<=50K
5447,<=50K
26207,>50K
2929,>50K
16337,<=50K
7490,<=50K
20184,<=50K
5527,<=50K
1012,>50K
25837,>50K
26791,>50K
7096,<=50K
23090,<=50K
15412,<=50K
10626,<=50K
8898,<=50K
20389,<=50K
13510,<=50K
14685,>50K
4309,<=50K
15175,>50K
19855,<=50K
16203,>50K
4735,<=50K
5629,<=50K
30339,>50K
20652,<=50K
12730,<=50K
7114,<=50K
10752,<=50K
23330,<=50K
16575,<=50K
23912,<=50K
21532,<=50K
8452,<=50K
20537,>50K
11955,<=50K
30114,<=50K
19021,<=50K
1406,<=50K
29843,>50K
25239,<=50K
12590,<=50K
15772,<=50K
9591,>50K
21059,<=50K
2010,<=50K
8820,>50K
26180,<=50K
19080,<=50K
1703,<=50K
7384,<=50K
10692,>50K
14300,<=50K
26519,<=50K
277,<=50K
16720,<=50K
16904,<=50K
753,<=50K
2197,<=50K
2429,<=50K
10502,>50K
24109,<=50K
30472,<=50K
13056,<=50K
5286,<=50K
23569,<=50K
8255,>50K
6986,<=50K
18834,<=50K
8142,<=50K
22176,<=50K
6459,<=50K
7027,<=50K
1304,<=50K
12862,>50K
30637,<=50K
27259,>50K
6087,>50K
4730,>50K
28845,<=50K
10219,<=50K
24547,>50K
20088,<=50K
503,<=50K
28475,<=50K
29346,>50K
6088,<=50K
16523,<=50K
6428,>50K
20554,>50K
25384,>50K
13589,<=50K
26862,<=50K
7445,<=50K
27898,>50K
16470,<=50K
7169,>50K
12222,>50K
20122,<=50K
21631,>50K
14890,<=50K
8241,>50K
19752,<=50K
22324,<=50K
522,<=50K
548,<=50K
3565,<=50K
15404,<=50K
6325,<=50K
20083,>50K
7807,<=50K
11720,<=50K
8216,<=50K
3286,<=50K
21735,<=50K
6025,<=50K
25771,<=50K
6457,<=50K
18351,<=50K
8921,<=50K
25550,<=50K
23392,<=50K
17449,<=50K
23556,>50K
26724,<=50K
2334,<=50K
26051,>50K
27206,<=50K
1731,<=50K
21294,<=50K
24374,<=50K
19171,<=50K
17159,<=50K
13578,<=50K
19718,<=50K
4383,>50K
21932,<=50K
11053,<=50K
10994,<=50K
21829,<=50K
12824,>50K
2512,<=50K
980,<=50K
25463,>50K
26836,<=50K
8698,<=50K
15346,<=50K
25390,<=50K
12380,<=50K
25922,<=50K
2330,<=50K
11969,<=50K
585,>50K
16773,<=50K
16057,<=50K
12527,<=50K
2696,<=50K
12329,<=50K
27890,<=50K
5235,>50K
24153,<=50K
12739,<=50K
11795,<=50K
17705,<=50K
10569,<=50K
175,>50K
10231,<=50K
7840,>50K
18004,>50K
26431,<=50K
18899,<=50K
16464,<=50K
6494,<=50K
13218,>50K
16765,<=50K
5733,>50K
26886,<=50K
17217,>50K
15453,<=50K
7507,>50K
28109,>50K
29864,<=50K
7921,<=50K
20579,<=50K
24725,>50K
1831,<=50K
30254,<=50K
12002,>50K
14117,<=50K
30452,<=50K
2121,<=50K
28882,<=50K
21357,>50K
20582,<=50K
26644,<=50K
29767,<=50K
7799,<=50K
22435,<=50K
11652,>50K
2857,>50K
22599,<=50K
11256,<=50K
30076,<=50K
13100,>50K
12846,<=50K
27063,>50K
30644,<=50K
29694,<=50K
15328,<=50K
27358,<=50K
5949,<=50K
3329,<=50K
4168,<=50K
27972,>50K
4821,>50K
19503,<=50K
28926,<=50K
27108,<=50K
28841,<=50K
436,<=50K
23989,<=50K
7024,<=50K
17071,<=50K
20912,<=50K
27279,>50K
14680,<=50K
3698,<=50K
8310,<=50K
12293,<=50K
9957,<=50K
14532,<=50K
10876,<=50K
1311,<=50K
6580,<=50K
15914,<=50K
25168,<=50K
8179,<=50K
18141,<=50K
28843,<=50K
14022,>50K
23020,<=50K
18539,<=50K
16407,<=50K
22091,<=50K
15797,>50K
2467,<=50K
21061,<=50K
448,<=50K
25235,<=50K
17010,>50K
22101,>50K
2282,<=50K
12446,>50K
14734,<=50K
29038,>50K
462,<=50K
10185,<=50K
13868,<=50K
20812,<=50K
12387,<=50K
22360,<=50K
21091,<=50K
1240,>50K
15170,<=50K
9532,<=50K
28407,>50K
12254,>50K
22882,<=50K
25478,<=50K
21046,<=50K
16952,<=50K
8599,<=50K
27372,<=50K
5165,<=50K
8910,<=50K
3437,<=50K
30450,<=50K
19380,>50K
7576,<=50K
11642,<=50K
29941,>50K
18507,<=50K
14507,>50K
12971,<=50K
2613,<=50K
4025,<=50K
1430,<=50K
24716,>50K
29753,<=50K
23131,<=50K
8894,>50K
21000,<=50K
22126,<=50K
24307,<=50K
20059,<=50K
18627,<=50K
22540,<=50K
1914,>50K
22152,<=50K
30284,<=50K
4298,<=50K
3953,<=50K
18673,<=50K
4280,<=50K
28465,>50K
29213,<=50K
460,<=50K
29868,>50K
28242,<=50K
25817,<=50K
11257,<=50K
16383,>50K
29226,<=50K
24267,<=50K
2172,<=50K
25783,<=50K
26656,>50K
13337,<=50K
10555,<=50K
25024,<=50K
10265,<=50K
28264,>50K
16569,>50K
23762,>50K
4792,<=50K
12956,<=50K
17599,<=50K
6095,<=50K
5015,>50K
3260,<=50K
16678,<=50K
29005,<=50K
14165,<=50K
8592,>50K
22175,<=50K
13960,>50K
9884,>50K
25882,>50K
25172,<=50K
19467,>50K
10444,<=50K
18051,<=50K
26733,<=50K
9026,<=50K
19075,>50K
10438,>50K
14733,>50K
22099,>50K
23857,>50K
20715,<=50K
27249,<=50K
18184,<=50K
26067,<=50K
6120,>50K
24664,<=50K
18199,>50K
16514,<=50K
6155,<=50K
24573,>50K
23580,>50K
17493,<=50K
25878,<=50K
16696,<=50K
13167,<=50K
10205,<=50K
28974,<=50K
10013,<=50K
28809,<=50K
24129,<=50K
25146,>50K
2866,<=50K
21207,>50K
13579,>50K
19478,<=50K
14211,<=50K
21832,>50K
12833,<=50K
26177,<=50K
10756,<=50K
18933,<=50K
25424,<=50K
12228,<=50K
23919,<=50K
21019,<=50K
21748,<=50K
2793,<=50K
19194,<=50K
318,<=50K
18371,>50K
11495,>50K
8049,<=50K
14745,>50K
18390,>50K
26505,>50K
25497,<=50K
13143,<=50K
7380,>50K
7262,<=50K
14062,<=50K
12262,<=50K
1635,<=50K
24222,<=50K
22246,<=50K
7015,>50K
10690,<=50K
11857,<=50K
6077,>50K
22635,>50K
13196,<=50K
25054,<=50K
18019,<=50K
3120,<=50K
18496,>50K
11347,<=50K
18635,<=50K
18357,<=50K
10642,<=50K
12523,<=50K
25154,>50K
23498,<=50K
25149,<=50K
24251,>50K
27964,<=50K
30679,<=50K
8038,<=50K
4505,>50K
29780,<=50K
2802,<=50K
4072,>50K
14964,<=50K
5756,<=50K
25404,<=50K
1926,<=50K
14764,>50K
305,<=50K
18874,<=50K
10967,<=50K
27511,<=50K
560,<=50K
28627,>50K
4264,>50K
14752,<=50K
5255,>50K
21528,<=50K
1959,>50K
12908,<=50K
3008,>50K
2736,<=50K
24339,<=50K
17349,<=50K
10520,>50K
16628,<=50K
21203,<=50K
26251,>50K
24518,<=50K
7616,<=50K
20133,<=50K
13889,>50K
15552,<=50K
10785,<=50K
12729,<=50K
4678,<=50K
25204,>50K
18826,<=50K
6561,<=50K
16897,<=50K
18279,>50K
18823,<=50K
7075,<=50K
27706,<=50K
19679,<=50K
7048,<=50K
1403,>50K
3327,<=50K
13503,>50K
24279,<=50K
16124,<=50K
11005,<=50K
765,<=50K
9723,>50K
8639,<=50K
21738,<=50K
19176,<=50K
19142,>50K
330,>50K
1067,<=50K
5737,>50K
25791,<=50K
28230,<=50K
9951,<=50K
2425,<=50K
28735,<=50K
29622,>50K
8702,<=50K
28483,<=50K
20725,<=50K
24047,<=50K
18605,>50K
13242,<=50K
6466,<=50K
14349,<=50K
30326,<=50K
11363,<=50K
8636,>50K
21900,<=50K
1538,>50K
11718,<=50K
26417,<=50K
18562,<=50K
1872,<=50K
17666,<=50K
12468,<=50K
13842,>50K
27344,<=50K
12358,<=50K
30698,>50K
22083,>50K
10750,<=50K
22160,<=50K
18166,<=50K
1720,<=50K
23529,>50K
9084,<=50K
10482,<=50K
23652,<=50K
12704,>50K
25875,>50K
11385,<=50K
13356,<=50K
16318,<=50K
27429,<=50K
3083,<=50K
13428,>50K
24971,>50K
22377,<=50K
22828,>50K
4160,<=50K
29555,<=50K
18245,<=50K
10066,<=50K
4103,<=50K
3788,<=50K
13847,<=50K
3598,<=50K
11958,<=50K
1618,>50K
28079,<=50K
26739,<=50K
1463,<=50K
19640,<=50K
22989,<=50K
5536,<=50K
10139,<=50K
24842,>50K
27666,<=50K
26734,<=50K
25187,<=50K
28584,<=50K
21145,<=50K
22757,>50K
2369,<=50K
25831,>50K
17964,<=50K
20401,<=50K
26914,<=50K
19376,<=50K
13807,<=50K
13322,<=50K
15208,<=50K
342,>50K
10173,<=50K
6693,<=50K
24198,<=50K
14763,<=50K
26016,<=50K
19335,>50K
24787,<=50K
9586,<=50K
30374,<=50K
17164,<=50K
6407,<=50K
26737,<=50K
23601,<=50K
13255,<=50K
6960,>50K
20028,>50K
25633,<=50K
16665,>50K
16098,>50K
596,>50K
20649,<=50K
20605,<=50K
3157,<=50K
13744,<=50K
20411,<=50K
6668,<=50K
29291,<=50K
23001,<=50K
10299,<=50K
16306,>50K
17272,<=50K
15844,<=50K
6178,<=50K
14259,<=50K
28320,<=50K
10028,>50K
15978,<=50K
18955,<=50K
25173,<=50K
13478,<=50K
5667,<=50K
13154,>50K
21807,<=50K
24293,>50K
8271,>50K
28301,>50K
12432,>50K
1162,<=50K
22148,<=50K
25270,<=50K
1095,<=50K
29631,>50K
28635,<=50K
4210,<=50K
7552,<=50K
27625,<=50K
28873,>50K
8169,>50K
17487,>50K
22320,>50K
6433,>50K
22793,<=50K
6456,<=50K
23551,<=50K
10801,<=50K
19602,<=50K
16298,<=50K
9561,>50K
951,>50K
8748,<=50K
25672,<=50K
22803,<=50K
20543,<=50K
22855,<=50K
4285,<=50K
2412,<=50K
29612,<=50K
7776,<=50K
6189,>50K
909,>50K
9284,<=50K
26473,>50K
21269,<=50K
18882,<=50K
2086,>50K
8279,>50K
23994,>50K
2170,<=50K
11209,<=50K
25588,<=50K
30681,>50K
29273,>50K
13023,<=50K
867,<=50K
22867,<=50K
5609,<=50K
24320,<=50K
20897,<=50K
135,<=50K
1788,<=50K
22775,>50K
2651,>50K
12055,<=50K
15522,>50K
20617,>50K
20242,>50K
16848,<=50K
7947,<=50K
16614,<=50K
21472,>50K
4518,<=50K
2161,>50K
14944,<=50K
28259,<=50K
20310,>50K
13569,<=50K
17070,>50K
25982,>50K
22756,<=50K
22270,>50K
28632,>50K
19738,<=50K
12133,<=50K
22197,>50K
15824,<=50K
9239,>50K
1275,<=50K
19029,>50K
18777,>50K
28343,<=50K
13939,>50K
11339,<=50K
24184,<=50K
29889,<=50K
4300,>50K
17162,<=50K
22119,<=50K
21263,<=50K
20622,>50K
6419,<=50K
29877,<=50K
2577,>50K
9147,>50K
14503,<=50K
8742,<=50K
29698,<=50K
7693,<=50K
12948,<=50K
17311,>50K
19919,<=50K
23347,>50K
27637,<=50K
12690,<=50K
15993,<=50K
20570,<=50K
1335,>50K
8604,>50K
23568,<=50K
6761,>50K
26360,<=50K
6394,<=50K
3113,<=50K
12829,<=50K
4827,<=50K
7761,>50K
22159,<=50K
16694,>50K
727,<=50K
19074,<=50K
11782,<=50K
12433,<=50K
19164,>50K
4920,<=50K
21622,<=50K
3821,<=50K
13999,<=50K
22166,<=50K
4310,<=50K
12705,>50K
3885,<=50K
22879,<=50K
12872,>50K
13963,<=50K
2139,<=50K
11805,<=50K
29917,<=50K
6398,<=50K
17135,>50K
9567,<=50K
7047,>50K
23321,<=50K
14496,<=50K
10403,<=50K
5201,<=50K
25065,<=50K
17787,<=50K
11967,<=50K
10987,<=50K
15731,<=50K
7437,<=50K
19565,<=50K
15612,<=50K
30247,<=50K
20500,>50K
10055,<=50K
19791,<=50K
17138,<=50K
17092,>50K
8870,<=50K
30461,>50K
27861,<=50K
24191,<=50K
29177,<=50K
1888,<=50K
17627,>50K
18052,<=50K
14965,<=50K
26910,<=50K
30342,>50K
10904,<=50K
19682,<=50K
15830,<=50K
9517,<=50K
25283,<=50K
3374,<=50K
26816,<=50K
940,>50K
17068,<=50K
23937,>50K
9166,<=50K
20473,>50K
22649,<=50K
25256,<=50K
26497,<=50K
18410,>50K
6925,<=50K
5938,>50K
20287,<=50K
29540,>50K
18937,<=50K
18619,<=50K
5821,<=50K
24526,>50K
11139,>50K
2567,<=50K
18034,<=50K
30010,>50K
30025,>50K
14971,<=50K
13891,<=50K
18372,<=50K
22827,<=50K
8373,<=50K
5809,<=50K
3250,<=50K
17664,>50K
26037,<=50K
21327,<=50K
27425,>50K
21042,>50K
10581,<=50K
15834,<=50K
14228,<=50K
27586,<=50K
26594,<=50K
12999,<=50K
8541,<=50K
29320,<=50K
9257,<=50K
25702,<=50K
13518,<=50K
24943,<=50K
11084,<=50K
22809,<=50K
29829,<=50K
8843,<=50K
11622,<=50K
15370,<=50K
29190,<=50K
10704,<=50K
9843,<=50K
14090,<=50K
25124,>50K
251,>50K
29685,>50K
16088,>50K
15920,<=50K
22116,<=50K
20311,>50K
12265,<=50K
29125,<=50K
26168,<=50K
15360,<=50K
10244,<=50K
19842,<=50K
29762,<=50K
14061,<=50K
18685,>50K
20591,>50K
22721,<=50K
4852,<=50K
22652,<=50K
19471,<=50K
9010,<=50K
30666,<=50K
30627,<=50K
11986,>50K
1069,<=50K
1435,>50K
2962,>50K
18582,<=50K
7103,<=50K
3220,<=50K
23602,>50K
17353,<=50K
30371,<=50K
28345,>50K
8027,<=50K
26447,>50K
24078,<=50K
7117,<=50K
5839,<=50K
18761,<=50K
26738,<=50K
18515,<=50K
23149,<=50K
17145,>50K
5284,>50K
29047,>50K
25279,<=50K
25440,>50K
5313,>50K
18641,>50K
22676,>50K
13373,<=50K
23423,<=50K
16340,<=50K
26608,<=50K
30467,<=50K
9936,<=50K
4513,>50K
13220,<=50K
23975,<=50K
20837,>50K
629,>50K
889,<=50K
12192,<=50K
22059,<=50K
29551,<=50K
12710,<=50K
6378,>50K
6279,>50K
3516,<=50K
30652,<=50K
16008,<=50K
27916,>50K
3135,<=50K
20693,<=50K
27114,<=50K
27976,<=50K
27272,<=50K
16792,<=50K
29723,<=50K
14589,>50K
18624,<=50K
21940,<=50K
1699,<=50K
7707,<=50K
24736,<=50K
18794,<=50K
16408,<=50K
17879,>50K
18522,>50K
6013,<=50K
25005,<=50K
10328,<=50K
10564,<=50K
18198,>50K
21215,<=50K
16415,>50K
2653,<=50K
8909,>50K
5257,<=50K
20638,<=50K
16804,<=50K
23200,<=50K
23942,>50K
20680,<=50K
8020,<=50K
21456,>50K
5148,>50K
7599,>50K
22957,<=50K
27493,>50K
10248,>50K
22086,<=50K
13664,<=50K
19153,<=50K
25602,<=50K
9783,<=50K
3718,<=50K
28792,<=50K
163,>50K
18854,<=50K
26413,<=50K
20512,<=50K
21864,>50K
21025,>50K
25223,>50K
21479,<=50K
8626,<=50K
20891,>50K
6237,<=50K
26235,<=50K
28790,<=50K
2960,<=50K
28665,<=50K
9706,<=50K
17763,<=50K
15411,<=50K
127,<=50K
26774,<=50K
27661,<=50K
26476,<=50K
5971,<=50K
12288,<=50K
12612,<=50K
21400,>50K
19680,<=50K
22229,<=50K
21142,<=50K
6026,<=50K
12818,<=50K
20839,<=50K
23126,<=50K
16402,<=50K
24837,<=50K
7213,<=50K
17937,>50K
10680,<=50K
1536,>50K
21504,>50K
27959,<=50K
1439,<=50K
4366,>50K
28064,>50K
6246,<=50K
29058,<=50K
10389,<=50K
20751,<=50K
21998,<=50K
1729,<=50K
43,<=50K
25383,>50K
7112,<=50K
4522,<=50K
9252,<=50K
11751,<=50K
3070,<=50K
23801,<=50K
29683,>50K
19061,<=50K
11265,<=50K
17458,<=50K
16911,<=50K
3757,<=50K
28033,<=50K
5497,>50K
6050,<=50K
14203,<=50K
29946,<=50K
326,<=50K
12759,<=50K
6751,<=50K
21639,<=50K
18503,<=50K
15819,<=50K
3240,<=50K
22574,<=50K
26766,<=50K
8451,<=50K
16313,<=50K
18235,<=50K
12440,>50K
20265,<=50K
12346,<=50K
22690,<=50K
2162,>50K
9829,<=50K
19163,<=50K
24046,<=50K
9508,<=50K
3833,<=50K
16113,<=50K
9887,>50K
10848,<=50K
12124,<=50K
29569,>50K
5333,>50K
23388,<=50K
11649,<=50K
26557,<=50K
10269,<=50K
23830,<=50K
9562,<=50K
30575,<=50K
19823,<=50K
18586,<=50K
30688,<=50K
30574,<=50K
3828,<=50K
14102,<=50K
25445,<=50K
30710,<=50K
20616,<=50K
19549,<=50K
5759,>50K
8483,<=50K
7277,<=50K
16996,>50K
5611,<=50K
478,<=50K
13657,<=50K
8145,<=50K
12599,<=50K
20697,<=50K
14348,<=50K
21028,<=50K
30353,<=50K
25792,>50K
20761,>50K
21101,<=50K
14897,<=50K
7886,<=50K
24388,<=50K
3640,>50K
28607,<=50K
17433,<=50K
17584,<=50K
27198,<=50K
10650,>50K
21239,<=50K
8280,<=50K
11953,<=50K
1830,<=50K
15498,<=50K
13022,>50K
24962,<=50K
7874,<=50K
2385,<=50K
4584,<=50K
10768,<=50K
29174,<=50K
25873,<=50K
2605,<=50K
19892,>50K
24379,<=50K
3387,<=50K
26014,<=50K
21048,<=50K
4706,<=50K
28498,>50K
22655,<=50K
8780,<=50K
14220,<=50K
16905,<=50K
26760,<=50K
15651,<=50K
7989,<=50K
20529,<=50K
10954,<=50K
30482,>50K
301,<=50K
1887,<=50K
26624,<=50K
30678,<=50K
13799,<=50K
11297,<=50K
6117,<=50K
11102,<=50K
15862,<=50K
17954,>50K
30197,<=50K
12491,<=50K
16322,<=50K
7780,<=50K
7544,>50K
10353,<=50K
27202,>50K
28220,>50K
18382,<=50K
5133,<=50K
15873,<=50K
25255,<=50K
10923,>50K
10854,<=50K
6320,<=50K
12953,<=50K
20754,>50K
14469,<=50K
8791,>50K
29277,<=50K
70,<=50K
21779,<=50K
11182,>50K
11922,<=50K
21565,>50K
2038,<=50K
24091,>50K
15337,<=50K
4623,>50K
19318,<=50K
26418,<=50K
14419,<=50K
9825,<=50K
7,>50K
2839,>50K
5824,>50K
4394,<=50K
6735,<=50K
8095,>50K
25679,<=50K
6964,<=50K
18731,<=50K
10023,<=50K
7089,<=50K
15503,>50K
1292,<=50K
2224,<=50K
25567,<=50K
16483,<=50K
20707,<=50K
5106,<=50K
6646,<=50K
16141,<=50K
407,<=50K
1919,<=50K
1289,<=50K
17518,<=50K
19103,>50K
16895,>50K
8952,>50K
7975,>50K
25251,<=50K
16189,<=50K
13787,<=50K
23841,<=50K
10134,<=50K
3589,<=50K
18263,<=50K
11647,<=50K
11683,<=50K
30378,<=50K
8200,<=50K
9549,<=50K
19263,<=50K
13105,<=50K
21503,<=50K
25488,>50K
24035,<=50K
11664,<=50K
22448,>50K
4607,<=50K
17227,>50K
29675,<=50K
9505,>50K
916,>50K
7527,<=50K
17918,<=50K
15791,<=50K
1527,>50K
17677,>50K
24875,<=50K
13532,>50K
21097,<=50K
3001,<=50K
16370,>50K
2686,>50K
17704,<=50K
1068,<=50K
17694,<=50K
20114,>50K
13231,<=50K
2611,<=50K
4639,>50K
1810,<=50K
21302,<=50K
19647,<=50K
16738,<=50K
14301,<=50K
23651,>50K
29453,<=50K
2404,<=50K
27997,<=50K
17040,<=50K
17056,<=50K
14661,<=50K
29303,<=50K
9523,<=50K
10122,<=50K
20892,>50K
11952,<=50K
12841,<=50K
29898,>50K
6762,<=50K
20749,>50K
28257,<=50K
25325,<=50K
19554,<=50K
18965,<=50K
17955,>50K
13516,<=50K
29943,<=50K
15768,<=50K
6380,<=50K
13253,<=50K
23721,<=50K
16873,<=50K
2262,<=50K
1280,<=50K
18088,<=50K
1497,<=50K
15800,<=50K
14997,<=50K
5822,<=50K
7479,<=50K
13103,<=50K
9495,<=50K
21753,<=50K
26529,<=50K
22348,>50K
24562,<=50K
24166,>50K
20286,>50K
27638,<=50K
24239,<=50K
23332,<=50K
3049,<=50K
20593,>50K
18511,<=50K
